country_code,country_name,ppp,exchange_rate,PLI,EuroValue
ZWE,Zimbabwe,9.97161059254851,3266.3319125,0.30528466976634944,252.8086267582753
NGA,Nigeria,185.191872670853,1478.96519740023,12.521719442512163,6.16357829196822
EGY,"Egypt, Arab Rep.",6.24782044764882,45.29926,13.792323423492615,5.595764815268558
PAK,Pakistan,66.8569695048092,278.580716167563,23.99913763757988,3.215890474878213
IND,India,20.4456693184455,83.669281580941,24.436291231527452,3.1583597282720763
TJK,Tajikistan,2.67931126140168,10.7994916666667,24.809605341624923,3.1108353829593605
NPL,Nepal,33.5637990824022,133.726644315443,25.098812023750295,3.074990085624469
BLR,Belarus,0.817945059184378,3.24619166666667,25.19706607540766,3.062999394572795
BGD,Bangladesh,29.8787867104655,115.603653796648,25.845884389626324,2.986107844890047
GMB,"Gambia, The",17.6792566912748,67.661238258942,26.12907647893709,2.953743818546316
UZB,Uzbekistan,3367.64393969072,12652.2868209739,26.61687952021544,2.899611056035605
RWA,Rwanda,355.085581602396,1318.12835733333,26.93861941645502,2.8649797133568424
TZA,Tanzania,730.424331119855,2597.90041666667,28.115948033799242,2.7450114092260045
TLS,Timor-Leste,0.282269484031079,1.0,28.226948403107897,2.734216856593917
VNM,Viet Nam,6956.92750425086,24164.8858333333,28.78940770601283,2.6807984006515415
MDG,Madagascar,1309.42142437646,4525.42472099152,28.93477419484211,2.667330237805767
AZE,Azerbaijan,0.493544786967812,1.7,29.032046292224233,2.6583933270544353
UKR,Ukraine,11.6654001368824,40.152082715,29.053038717028855,2.6564724910770754
ZMB,Zambia,7.65107091283453,26.1664187812257,29.240038450825917,2.6394834693455875
AGO,Angola,256.498886900301,869.846189590008,29.487843939535885,2.617302176864379
THA,Thailand,10.4918757581114,35.2935380808081,29.72746947072633,2.5962047731639184
IDN,Indonesia,4747.90857563225,15855.4482866711,29.94496585519808,2.577348009251014
TUN,Tunisia,0.936914382772163,3.10745,30.150585939344577,2.559771086679654
KGZ,Kyrgyz Republic,26.3240076204654,87.1503126405883,30.20529338664195,2.5551348614980176
MYS,Malaysia,1.40230118921937,4.5764279106858,30.641828443206663,2.518733445591592
CMR,Cameroon,191.11230450422,606.345297609063,31.518724604249897,2.44865866569924
GNB,Guinea-Bissau,191.274049136647,606.345297609063,31.54539993810089,2.446588037730572
DZA,Algeria,43.0061894174414,134.053241666667,32.081424427153635,2.4057098309095215
TGO,Togo,195.271917948991,606.345297609063,32.20473857371138,2.3964982034347266
GEO,Georgia,0.880167854386657,2.72061666666667,32.35177763815762,2.385606101686212
LSO,Lesotho,5.94038127259512,18.3286575505,32.41034569077356,2.381295123178993
NIC,Nicaragua,11.9751457059146,36.6243,32.69726849636607,2.3603989471647115
MLI,Mali,199.052170256603,606.345297609063,32.82818734498384,2.350985673468118
UGA,Uganda,1237.35474469908,3757.2625354215,32.93234723509333,2.343549871590732
KHM,Cambodia,1342.76777541905,4072.39723921642,32.97241640595491,2.340701912282222
KEN,Kenya,44.9343532165407,134.822483279332,33.32853106068626,2.3156915614868745
SWZ,Eswatini,6.11835634325957,18.3176868310856,33.401359023545254,2.3106424525894202
BEN,Benin,203.098489252852,606.345297609063,33.49551650746014,2.3041471271773077
SUR,Suriname,11.1731451518139,33.1805516666667,33.67377753106643,2.291949516586955
PHL,Philippines,19.35653268202,57.2906550699734,33.78654452175212,2.2842998367085454
BFA,Burkina Faso,206.705433338539,606.345297609063,34.09038284845592,2.2639404924571
SEN,Senegal,206.923043592064,606.345297609063,34.126271681829095,2.261559623434603
TCD,Chad,208.006357227884,606.345297609063,34.30493450647567,2.2497812412210125
KAZ,Kazakhstan,160.928533328233,468.9625,34.31586391838004,2.249064698401676
PRY,Paraguay,2618.66324027066,7560.24758837744,34.63726828598045,2.2281952923297554
MKD,North Macedonia,19.9145059028598,56.8726333333333,35.015972948078385,2.204096920237648
MNG,Mongolia,1187.78509119944,3389.98152022101,35.03809929683636,2.202705046302353
TUR,Turkiye,11.554529,32.8058614432703,35.22092849163777,2.191270969824327
COG,"Congo, Rep.",214.207575920898,606.345297609063,35.327655176936304,2.184651026156146
CIV,Cote d'Ivoire,214.691686543874,606.345297609063,35.407495925250004,2.1797248327562837
BOL,Bolivia,2.47085352241269,6.91,35.75764866009681,2.1583801235820803
NER,Niger,217.484011080956,606.345297609063,35.86801315002155,2.1517388713776024
COL,Colombia,1500.145281,4074.43416666667,36.81849355360384,2.0961910899917857
BRN,Brunei Darussalam,0.496042451660227,1.33603327650724,37.128001254356406,2.0787167508762305
ARM,Armenia,146.274215922544,392.729551399084,37.24553331967194,2.072157148927735
GUY,Guyana,77.9760925992236,208.5,37.39860556317679,2.0636758235172152
BWA,Botswana,5.08184454491831,13.5631333333333,37.46807186823833,2.059849741011323
NAM,Namibia,6.92131935620122,18.3286583333333,37.762280415330814,2.043801308743294
MOZ,Mozambique,24.3364573196456,63.905,38.08224289123793,2.0266295332027786
GAB,Gabon,231.683817083262,606.345297609063,38.209881068895264,2.019859679616003
MUS,Mauritius,17.7457676842579,46.414675,38.233096933799274,2.0186331823346495
GNQ,Equatorial Guinea,232.828458225939,606.345297609063,38.39865818107714,2.0099295597786795
MAR,Morocco,3.85270833400844,9.94235921679198,38.75044393388516,1.991682940862927
MNE,Montenegro,0.358213882096042,0.924367447270267,38.75232551231407,1.991586236791385
XKX,Kosovo,0.362374835859874,0.924367447270267,39.202466176193965,1.9687179318542907
FJI,Fiji,0.8897046963262,2.2683,39.22341384852974,1.9676665175557468
DOM,Dominican Republic,23.521510706274,59.5651333333333,39.48872333525208,1.9544465258790997
ZAF,South Africa,7.41491099794419,18.3286575505,40.455286905297186,1.9077506066056018
MDA,Moldova,7.24116295823702,17.791907688172,40.69919361739338,1.896317623870587
BIH,Bosnia and Herzegovina,0.736922084804526,1.80756356165183,40.76880616751837,1.8930796701983066
CAF,Central African Republic,247.688045014875,606.345297609063,40.849338815944805,1.8893475481140245
ROU,Romania,1.89481480535567,4.598375,41.20618273532868,1.8729858727684146
IRQ,Iraq,545.873856082559,1300.0,41.990296621735304,1.8380103105543353
SLV,El Salvador,0.420661059675436,1.0,42.0661059675436,1.834697944077164
BGR,Bulgaria,0.766165024677721,1.80784166666667,42.38009549201227,1.8211048662816451
SRB,Serbia,45.9158850458757,108.207741666667,42.4330868925434,1.8188306292547067
ALB,Albania,39.679987740951,93.1233333333333,42.61014540675557,1.8112728177113468
JOR,Jordan,0.302994117340261,0.71,42.67522779440296,1.8085105135421604
GTM,Guatemala,3.32078355507073,7.7585375,42.801669194364656,1.8031679508458478
ECU,Ecuador,0.434001889105821,1.0,43.4001889105821,1.7783009722145748
COM,Comoros,199.974793594142,454.523861252,43.99654465737074,1.754196806477043
BHR,Bahrain,0.168099443772525,0.376,44.70729887567154,1.7263086805716816
DJI,Djibouti,79.909757354616,177.721,44.963598761325905,1.716468438028302
LBY,Libya,2.1880665134926,4.83220833333333,45.280881173913265,1.7044411710443408
HND,Honduras,11.3509098940535,24.7992824415521,45.77112229277503,1.686185399613131
ARG,Argentina,420.076325493645,914.694883333333,45.92529521569006,1.6805248125572598
BRA,Brazil,2.48058601193917,5.3889349057096,46.031099936111275,1.6766620445981992
PAN,Panama,0.46136847720847,1.0,46.136847720847,1.6728190577942563
CPV,Cabo Verde,47.7207137618934,101.922010798199,46.820812686258975,1.6483822835615758
PER,Peru,1.78230274122345,3.7525,47.49640882674084,1.624935443340976
CHL,Chile,455.204936,943.572167421488,48.242726069797556,1.5997976155477285
OMN,Oman,0.186863544604535,0.3845,48.59910132757737,1.5880663638977552
DMA,Dominica,1.31893659155379,2.7,48.84950339088111,1.5799259516810469
HUN,Hungary,178.951775,365.690833333333,48.93526407780712,1.5771570786104334
CHN,China,3.5325492491585,7.19749110789917,49.08028639704139,1.5724968984418308
SAU,Saudi Arabia,1.84528724177458,3.75,49.20765978065547,1.5684265107914122
HRV,Croatia,0.455160612697055,0.923889546117607,49.26569573275755,1.5665788737185555
POL,Poland,1.977246,3.98078333333333,49.66977186232195,1.5538343592137538
MDV,Maldives,7.66223533561443,15.3891963292547,49.789704229379424,1.5500915164794968
LCA,St. Lucia,1.38897762585527,2.7,51.4436157724174,1.5002560954388693
LVA,Latvia,0.492149,0.923889546117607,53.26924653148436,1.4488396806658148
TTO,Trinidad and Tobago,3.61890275790514,6.75012324870591,53.61239527884075,1.4395663117190458
SYC,Seychelles,7.80668759041487,14.5296931907518,53.72919777400293,1.4364368226492956
LTU,Lithuania,0.498947,0.923889546117607,54.005048774140604,1.4290996839343661
VCT,St. Vincent and the Grenadines,1.45981547183907,2.7,54.06723969774333,1.427455859878226
MEX,Mexico,10.088687,18.3048583333333,55.11480513142468,1.4003242495359858
SVK,Slovak Republic,0.512025,0.923889546117607,55.420585951171866,1.3925980176749182
CZE,Czechia,12.958701,23.2168333333333,55.81597117034344,1.3827332305738234
BLZ,Belize,1.11704790233767,2.0,55.8523951168835,1.381831485873991
GRC,Greece,0.518856,0.923889546117607,56.15996004937499,1.3742637648981606
MAC,"Macao SAR, China",4.57687985894212,8.03683075,56.9488147917277,1.3552274690217998
PRT,Portugal,0.52649,0.923889546117607,56.98624929921874,1.3543372143820396
GRD,Grenada,1.58938040899464,2.7,58.86594107387555,1.3110908740442424
SGP,Singapore,0.804049648989492,1.33623333333333,60.17284773039844,1.282615017321091
JAM,Jamaica,94.163383968612,156.439540115298,60.19154997464985,1.2822164932866613
SVN,Slovenia,0.557128,0.923889546117607,60.30244657937498,1.2798584885340536
QAT,Qatar,2.20160228698061,3.64,60.483579312654115,1.276025642183471
KOR,"Korea, Rep.",838.897321,1363.375,61.53093030164115,1.2543057248709575
KIR,Kiribati,0.936735639898678,1.51535803855596,61.816126358581734,1.2485188361090165
CRI,Costa Rica,318.480268,515.109771921403,61.827650213670324,1.2482861287346787
ESP,Spain,0.572856,0.923889546117607,62.00481458062499,1.2447194408367899
KWT,Kuwait,0.191333746039784,0.306690648597046,62.38656017555109,1.2371029580218815
PNG,Papua New Guinea,2.40404140657683,3.8527502682192,62.39805954742077,1.2368749716540592
WSM,Samoa,1.72267616502991,2.75395370512433,62.55283673884917,1.233814518375818
JPN,Japan,95.109833,151.366291302752,62.83422298414389,1.228289210379195
MLT,Malta,0.580784579137908,0.923889546117607,62.86298850100602,1.227727156699673
CYP,Cyprus,0.58315210798179,0.923889546117607,63.119245198988025,1.222742729110166
EST,Estonia,0.583732,0.923889546117607,63.18201157843749,1.2215280299863636
ARE,United Arab Emirates,2.32608612629563,3.6725,63.3379476186693,1.2185206662938262
KNA,St. Kitts and Nevis,1.7297273460267,2.7,64.06397577876666,1.2047113404342353
URY,Uruguay,26.3976838152141,40.2127875,65.64499865923024,1.1756965452101873
AND,Andorra,0.607839175148891,0.924367447270267,65.7573107906266,1.173688479745218
ITA,Italy,0.610785,0.923889546117607,66.11017546054686,1.16742388892982
HTI,Haiti,89.0249267033144,131.810991666667,67.53983531847402,1.1427122641039944
ATG,Antigua and Barbuda,1.90640316490645,2.7,70.6075246261648,1.0930647766312507
HKG,"Hong Kong SAR, China",5.61374821665673,7.80383333333334,71.93577792952257,1.0728819560358174
SLB,Solomon Islands,6.32647037447066,8.45483560171654,74.82665154584708,1.0314319368774134
FRA,France,0.695316,0.923889546117607,75.25964580093749,1.025497759292178
SXM,Sint Maarten (Dutch part),1.3756409337995,1.79,76.85144881561452,1.0042569050214625
DEU,Germany,0.713045,0.923889546117607,77.17859813398437,1.0
BEL,Belgium,0.716744,0.923889546117607,77.578970669375,0.9948391615416382
PRI,Puerto Rico (US),0.783263756224551,1.0,78.3263756224551,0.9853462198480472
AUT,Austria,0.733163,0.923889546117607,79.35613116101561,0.9725599900704209
NLD,Netherlands,0.74837,0.923889546117607,81.00210713984374,0.9527974130443497
SWE,Sweden,8.587839,10.5676364344775,81.26546605995736,0.9497096599069804
IRL,Ireland,0.755848,0.923889546117607,81.81151125437498,0.9433708893851676
CAN,Canada,1.135486,1.36935976604092,82.92094073151472,0.9307491865520052
FIN,Finland,0.766726,0.923889546117607,82.98892472828123,0.9299867227666729
NOR,Norway,9.23318,10.7458333333333,85.9233501357118,0.8982261284282385
GBR,United Kingdom,0.679372,0.782414580986262,86.83018140378044,0.8888452941850487
NZL,New Zealand,1.46197,1.65230833333333,88.48045915562591,0.8722671522108288
DNK,Denmark,6.230083,6.89448141666666,90.36333008222273,0.854092009045689
AUS,Australia,1.379937,1.51535803855596,91.06342955853471,0.8475257137594921
MHL,Marshall Islands,0.910775486898073,1.0,91.0775486898073,0.8473943276277659
LUX,Luxembourg,0.842662,0.923889546117607,91.20808905578124,0.8461815057520097
NRU,Nauru,1.42897324846422,1.51535803855596,94.29938087938218,0.8184422571416782
BHS,"Bahamas, The",0.957704859941285,1.0,95.77048599412849,0.8058703820163974
FSM,"Micronesia, Fed. Sts.",0.958535327301982,1.0,95.8535327301982,0.8051721823463854
ISR,Israel,3.599136,3.69971964970892,97.28131698527932,0.7933547830737436
VUT,Vanuatu,117.195227977425,119.166666666667,98.34564585518154,0.784768837124049
TCA,Turks and Caicos Islands,0.988206691271252,1.0,98.8206691271252,0.7809965143496451
USA,United States,1.0,1.0,100.0,0.7717859813398437
TUV,Tuvalu,1.57916853769056,1.51535803855596,104.21091897169117,0.7405999188525522
ISL,Iceland,145.794044,137.958025978154,105.68000155575352,0.7303046650057751
CHE,Switzerland,0.972889,0.880440833333333,110.50021343474721,0.698447502814644
BRB,Barbados,2.23763713750194,2.0,111.881856875097,0.6898222847708475
BMU,Bermuda,1.16051287468875,1.0,116.051287468875,0.6650387067414801
